address	function	mnemonic	instruction	old_bytes	disp_offset	veh_offset	disp_value
005989e5	order_veh(int,int,int)	CMP	CMP byte ptr [ECX + 0x952839],0x18	80 B9 39 28 95 00 18	2	0x11	0x952839
005989ee	order_veh(int,int,int)	MOVSX	MOVSX EDX,word ptr [ECX + 0x95283c]	0F BF 91 3C 28 95 00	3	0x14	0x95283C
005989fe	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952844]	0F BF 81 44 28 95 00	3	0x1C	0x952844
00598a10	order_veh(int,int,int)	MOV	MOV CX,word ptr [ECX + 0x95285a]	66 8B 89 5A 28 95 00	3	0x32	0x95285A
00598a25	order_veh(int,int,int)	MOV	MOV CX,word ptr [EDX*0x4 + 0x95285a]	66 8B 0C 95 5A 28 95 00	4	0x32	0x95285A
00598a43	order_veh(int,int,int)	MOV	MOV DL,byte ptr [EAX + 0x952836]	8A 90 36 28 95 00	2	0xE	0x952836
00598a4d	order_veh(int,int,int)	CMP	CMP byte ptr [EAX + 0x952839],0x1	80 B8 39 28 95 00 01	2	0x11	0x952839
00598a56	order_veh(int,int,int)	MOV	MOV DX,word ptr [EAX + 0x95283c]	66 8B 90 3C 28 95 00	3	0x14	0x95283C
00598a69	order_veh(int,int,int)	MOV	MOV byte ptr [EAX + 0x952839],0x0	C6 80 39 28 95 00 00	2	0x11	0x952839
00598a74	order_veh(int,int,int)	MOVSX	MOVSX ECX,word ptr [EAX + 0x952858]	0F BF 88 58 28 95 00	3	0x30	0x952858
00598aa5	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952832]	0F BF 83 32 28 95 00	3	0xA	0x952832
00598af7	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EBX + 0x952850]	8A 8B 50 28 95 00	2	0x28	0x952850
00598b14	order_veh(int,int,int)	CMP	CMP byte ptr [EBX + 0x952839],0x18	80 BB 39 28 95 00 18	2	0x11	0x952839
00598b1d	order_veh(int,int,int)	MOVSX	MOVSX EDX,word ptr [EBX + 0x95283c]	0F BF 93 3C 28 95 00	3	0x14	0x95283C
00598b2d	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EBX + 0x952844]	0F BF 83 44 28 95 00	3	0x1C	0x952844
00598be5	order_veh(int,int,int)	MOV	MOV AX,word ptr [EBX + 0x95285a]	66 8B 83 5A 28 95 00	3	0x32	0x95285A
00598bfa	order_veh(int,int,int)	MOV	MOV AX,word ptr [EAX*0x4 + 0x95285a]	66 8B 04 85 5A 28 95 00	4	0x32	0x95285A
00598c16	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00598c3c	order_veh(int,int,int)	CMP	CMP byte ptr [ESI + 0x952839],0x1	80 BE 39 28 95 00 01	2	0x11	0x952839
00598c52	order_veh(int,int,int)	MOV	MOV CL,byte ptr [ESI + 0x952850]	8A 8E 50 28 95 00	2	0x28	0x952850
00598c67	order_veh(int,int,int)	MOV	MOV byte ptr [ESI + 0x952839],0x0	C6 86 39 28 95 00 00	2	0x11	0x952839
00598c78	order_veh(int,int,int)	MOVSX	MOVSX EDI,word ptr [ESI + 0x952858]	0F BF BE 58 28 95 00	3	0x30	0x952858
00598cc5	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
00598d29	order_veh(int,int,int)	MOV	MOV AL,byte ptr [EDI + 0x952838]	8A 87 38 28 95 00	2	0x10	0x952838
00598d35	order_veh(int,int,int)	MOV	MOV byte ptr [EDI + 0x952838],AL	88 87 38 28 95 00	2	0x10	0x952838
00598db1	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
00598e2b	order_veh(int,int,int)	MOV	MOV AX,word ptr [EDI + 0x95285a]	66 8B 87 5A 28 95 00	3	0x32	0x95285A
00598e40	order_veh(int,int,int)	MOV	MOV AX,word ptr [EAX*0x4 + 0x95285a]	66 8B 04 85 5A 28 95 00	4	0x32	0x95285A
00598e63	order_veh(int,int,int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x952832]	0F BF 96 32 28 95 00	3	0xA	0x952832
00598e79	order_veh(int,int,int)	MOVSX	MOVSX ESI,word ptr [ESI + 0x952858]	0F BF B6 58 28 95 00	3	0x30	0x952858
00598e9d	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
00598ed1	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EDI + 0x952850]	8A 8F 50 28 95 00	2	0x28	0x952850
00598f03	order_veh(int,int,int)	MOV	MOV DL,byte ptr [EDI + 0x952850]	8A 97 50 28 95 00	2	0x28	0x952850
00598f2d	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EDI + 0x952850]	8A 8F 50 28 95 00	2	0x28	0x952850
00598f4f	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
00598f69	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EDI + 0x95284d]	8A 8F 4D 28 95 00	2	0x25	0x95284D
00598f9e	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
00598fef	order_veh(int,int,int)	MOV	MOV EAX,dword ptr [EDI + 0x95282c]	8B 87 2C 28 95 00	2	0x4	0x95282C
00598ffa	order_veh(int,int,int)	MOV	MOV EAX,dword ptr [EDI + 0x95282c]	8B 87 2C 28 95 00	2	0x4	0x95282C
0059901c	order_veh(int,int,int)	MOV	MOV DL,byte ptr [EDI + 0x95283b]	8A 97 3B 28 95 00	2	0x13	0x95283B
00599022	order_veh(int,int,int)	MOV	MOV AL,byte ptr [EDI + 0x95283a]	8A 87 3A 28 95 00	2	0x12	0x95283A
00599044	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EDI + 0x952850]	8A 8F 50 28 95 00	2	0x28	0x952850
00599061	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
0059907b	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EDI + 0x95284d]	8A 8F 4D 28 95 00	2	0x25	0x95284D
00599098	order_veh(int,int,int)	MOV	MOV ECX,dword ptr [EDI + 0x95282c]	8B 8F 2C 28 95 00	2	0x4	0x95282C
005990a6	order_veh(int,int,int)	MOV	MOV dword ptr [EDI + 0x95282c],ECX	89 8F 2C 28 95 00	2	0x4	0x95282C
005990ae	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x95282a]	0F BF 87 2A 28 95 00	3	0x2	0x95282A
005990b5	order_veh(int,int,int)	MOVSX	MOVSX ECX,word ptr [EDI + 0x952828]	0F BF 8F 28 28 95 00	3	0x0	0x952828
005990cb	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
0059910e	order_veh(int,int,int)	ADD	ADD byte ptr [EDI + 0x952838],AL	00 87 38 28 95 00	2	0x10	0x952838
00599124	order_veh(int,int,int)	MOV	MOV byte ptr [EDI + 0x95284d],0x0	C6 87 4D 28 95 00 00	2	0x25	0x95284D
00599137	order_veh(int,int,int)	MOVSX	MOVSX EDX,word ptr [EDI + 0x95282a]	0F BF 97 2A 28 95 00	3	0x2	0x95282A
0059913e	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952828]	0F BF 87 28 28 95 00	3	0x0	0x952828
00599188	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005991ab	order_veh(int,int,int)	MOV	MOV AL,byte ptr [EDI + 0x952838]	8A 87 38 28 95 00	2	0x10	0x952838
005991b5	order_veh(int,int,int)	MOV	MOV EAX,dword ptr [EDI + 0x95282c]	8B 87 2C 28 95 00	2	0x4	0x95282C
005991f6	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005992a8	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EDI + 0x952838]	8A 8F 38 28 95 00	2	0x10	0x952838
005992cc	order_veh(int,int,int)	MOV	MOV byte ptr [EDI + 0x952838],AL	88 87 38 28 95 00	2	0x10	0x952838
005992d2	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
00599319	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EDI + 0x952838]	8A 8F 38 28 95 00	2	0x10	0x952838
0059936c	order_veh(int,int,int)	MOV	MOV byte ptr [EDI + 0x95284d],0x0	C6 87 4D 28 95 00 00	2	0x25	0x95284D
00599375	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x95282a]	0F BF 87 2A 28 95 00	3	0x2	0x95282A
0059937c	order_veh(int,int,int)	MOVSX	MOVSX ECX,word ptr [EDI + 0x952828]	0F BF 8F 28 28 95 00	3	0x0	0x952828
005993ed	order_veh(int,int,int)	MOV	MOV EAX,dword ptr [EDI + 0x95282c]	8B 87 2C 28 95 00	2	0x4	0x95282C
005993f8	order_veh(int,int,int)	MOV	MOV EAX,dword ptr [EDI + 0x95282c]	8B 87 2C 28 95 00	2	0x4	0x95282C
0059941a	order_veh(int,int,int)	MOV	MOV AL,byte ptr [EDI + 0x95283b]	8A 87 3B 28 95 00	2	0x13	0x95283B
00599420	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EDI + 0x95283a]	8A 8F 3A 28 95 00	2	0x12	0x95283A
0059942a	order_veh(int,int,int)	CMP	CMP byte ptr [EDI + 0x952839],0x18	80 BF 39 28 95 00 18	2	0x11	0x952839
0059943e	order_veh(int,int,int)	INC	INC byte ptr [EDI + 0x95284d]	FE 87 4D 28 95 00	2	0x25	0x95284D
005994c8	order_veh(int,int,int)	MOV	MOV DL,byte ptr [EDX*0x4 + 0x952836]	8A 14 95 36 28 95 00	3	0xE	0x952836
0059955a	order_veh(int,int,int)	MOV	MOV DL,byte ptr [ESI + 0x952836]	8A 96 36 28 95 00	2	0xE	0x952836
00599560	order_veh(int,int,int)	MOV	MOV byte ptr [EDI + 0x952836],DL	88 97 36 28 95 00	2	0xE	0x952836
00599566	order_veh(int,int,int)	MOV	MOV byte ptr [EDI + 0x952839],0x0	C6 87 39 28 95 00 00	2	0x11	0x952839
00599577	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EDI + 0x952836]	8A 8F 36 28 95 00	2	0xE	0x952836
00599598	order_veh(int,int,int)	MOV	MOV CL,byte ptr [ESI + 0x952836]	8A 8E 36 28 95 00	2	0xE	0x952836
00599602	order_veh(int,int,int)	MOV	MOV DL,byte ptr [ESI + 0x952836]	8A 96 36 28 95 00	2	0xE	0x952836
0059960c	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
00599683	order_veh(int,int,int)	MOV	MOV AL,byte ptr [EDI + 0x952836]	8A 87 36 28 95 00	2	0xE	0x952836
00599692	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005996b3	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EDI + 0x95284d]	8A 8F 4D 28 95 00	2	0x25	0x95284D
00599740	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005997a1	order_veh(int,int,int)	MOV	MOV AX,word ptr [EDI + 0x95285a]	66 8B 87 5A 28 95 00	3	0x32	0x95285A
005997b6	order_veh(int,int,int)	MOV	MOV AX,word ptr [EDX*0x4 + 0x95285a]	66 8B 04 95 5A 28 95 00	4	0x32	0x95285A
005997ea	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EBX + 0x952850]	8A 8B 50 28 95 00	2	0x28	0x952850
005997f4	order_veh(int,int,int)	MOV	MOV byte ptr [EBX + 0x952839],0x0	C6 83 39 28 95 00 00	2	0x11	0x952839
00599805	order_veh(int,int,int)	MOVSX	MOVSX EDX,word ptr [EDI + 0x95283c]	0F BF 97 3C 28 95 00	3	0x14	0x95283C
0059981d	order_veh(int,int,int)	MOVSX	MOVSX ESI,word ptr [ECX*0x4 + 0x952858]	0F BF 34 8D 58 28 95 00	4	0x30	0x952858
00599837	order_veh(int,int,int)	MOV	MOV byte ptr [EAX*0x4 + 0x952839],0x0	C6 04 85 39 28 95 00 00	3	0x11	0x952839
0059986f	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
005998c9	order_veh(int,int,int)	MOV	MOV DL,byte ptr [EDI + 0x952850]	8A 97 50 28 95 00	2	0x28	0x952850
005998e6	order_veh(int,int,int)	MOVSX	MOVSX ECX,word ptr [EDI + 0x95282a]	0F BF 8F 2A 28 95 00	3	0x2	0x95282A
005998f0	order_veh(int,int,int)	MOVSX	MOVSX EDX,word ptr [EDI + 0x952828]	0F BF 97 28 28 95 00	3	0x0	0x952828
0059990b	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EDI + 0x95284f]	8A 8F 4F 28 95 00	2	0x27	0x95284F
00599915	order_veh(int,int,int)	CMP	CMP byte ptr [EDI + 0x952853],0x75	80 BF 53 28 95 00 75	2	0x2B	0x952853
00599924	order_veh(int,int,int)	MOV	MOV CX,word ptr [EDI + 0x95285a]	66 8B 8F 5A 28 95 00	3	0x32	0x95285A
00599939	order_veh(int,int,int)	MOV	MOV CX,word ptr [EDX*0x4 + 0x95285a]	66 8B 0C 95 5A 28 95 00	4	0x32	0x95285A
00599953	order_veh(int,int,int)	CMP	CMP byte ptr [ECX + 0x952839],0x1	80 B9 39 28 95 00 01	2	0x11	0x952839
0059995c	order_veh(int,int,int)	MOVSX	MOVSX EDX,word ptr [ECX + 0x95283c]	0F BF 91 3C 28 95 00	3	0x14	0x95283C
00599967	order_veh(int,int,int)	MOV	MOV byte ptr [EDI + 0x952839],0x0	C6 87 39 28 95 00 00	2	0x11	0x952839
00599972	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [ECX + 0x952858]	0F BF 81 58 28 95 00	3	0x30	0x952858
0059997d	order_veh(int,int,int)	MOV	MOV DL,byte ptr [EDI + 0x952839]	8A 97 39 28 95 00	2	0x11	0x952839
0059999a	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x95283c]	0F BF 87 3C 28 95 00	3	0x14	0x95283C
005999ad	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952844]	0F BF 87 44 28 95 00	3	0x1C	0x952844
00599a34	order_veh(int,int,int)	CMP	CMP byte ptr [EDI + 0x952839],0x18	80 BF 39 28 95 00 18	2	0x11	0x952839
00599a3d	order_veh(int,int,int)	MOV	MOV EAX,dword ptr [EDI + 0x95282c]	8B 87 2C 28 95 00	2	0x4	0x95282C
00599a4c	order_veh(int,int,int)	MOV	MOV DL,byte ptr [EDI + 0x952852]	8A 97 52 28 95 00	2	0x2A	0x952852
00599a54	order_veh(int,int,int)	MOV	MOV byte ptr [EDI + 0x952852],DL	88 97 52 28 95 00	2	0x2A	0x952852
00599a5a	order_veh(int,int,int)	MOV	MOV ECX,dword ptr [EDI + 0x95282c]	8B 8F 2C 28 95 00	2	0x4	0x95282C
00599a6a	order_veh(int,int,int)	MOVSX	MOVSX EDX,byte ptr [EDI + 0x952851]	0F BE 97 51 28 95 00	3	0x29	0x952851
00599a7d	order_veh(int,int,int)	MOV	MOV byte ptr [EDI + 0x952852],AL	88 87 52 28 95 00	2	0x2A	0x952852
00599a83	order_veh(int,int,int)	CMP	CMP byte ptr [EDI + 0x952852],0x20	80 BF 52 28 95 00 20	2	0x2A	0x952852
00599a8c	order_veh(int,int,int)	MOVSX	MOVSX EAX,word ptr [EDI + 0x952832]	0F BF 87 32 28 95 00	3	0xA	0x952832
00599acb	order_veh(int,int,int)	MOV	MOV byte ptr [EDI + 0x952839],0x0	C6 87 39 28 95 00 00	2	0x11	0x952839
00599ad2	order_veh(int,int,int)	MOV	MOV EAX,dword ptr [EDI + 0x95282c]	8B 87 2C 28 95 00	2	0x4	0x95282C
00599add	order_veh(int,int,int)	MOV	MOV dword ptr [EDI + 0x95282c],EAX	89 87 2C 28 95 00	2	0x4	0x95282C
00599ae3	order_veh(int,int,int)	MOV	MOV byte ptr [EDI + 0x952852],0x0	C6 87 52 28 95 00 00	2	0x2A	0x952852
00599af6	order_veh(int,int,int)	MOV	MOV byte ptr [EDI + 0x952851],AL	88 87 51 28 95 00	2	0x29	0x952851
00599afc	order_veh(int,int,int)	MOV	MOV EAX,dword ptr [EDI + 0x95282c]	8B 87 2C 28 95 00	2	0x4	0x95282C
00599b09	order_veh(int,int,int)	MOV	MOV EAX,dword ptr [EDI + 0x95282c]	8B 87 2C 28 95 00	2	0x4	0x95282C
00599b14	order_veh(int,int,int)	MOV	MOV dword ptr [EDI + 0x95282c],EAX	89 87 2C 28 95 00	2	0x4	0x95282C
00599fc0	order_veh(int,int,int)	MOV	MOV byte ptr [EAX + 0x952839],BL	88 98 39 28 95 00	2	0x11	0x952839
00599fc8	order_veh(int,int,int)	MOV	MOV ECX,dword ptr [EAX + 0x95282c]	8B 88 2C 28 95 00	2	0x4	0x95282C
00599fd3	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EAX + 0x952852]	8A 88 52 28 95 00	2	0x2A	0x952852
00599fde	order_veh(int,int,int)	MOV	MOV byte ptr [EAX + 0x952852],CL	88 88 52 28 95 00	2	0x2A	0x952852
00599feb	order_veh(int,int,int)	MOV	MOV byte ptr [EAX + 0x952852],0x0	C6 80 52 28 95 00 00	2	0x2A	0x952852
0059a05e	order_veh(int,int,int)	TEST	TEST byte ptr [ESI + 0x95282c],0x8	F6 86 2C 28 95 00 08	2	0x4	0x95282C
0059a067	order_veh(int,int,int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x952828]	0F BF 96 28 28 95 00	3	0x0	0x952828
0059a075	order_veh(int,int,int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x95282a]	0F BF 96 2A 28 95 00	3	0x2	0x95282A
0059a095	order_veh(int,int,int)	MOV	MOV EAX,dword ptr [ESI + 0x95282c]	8B 86 2C 28 95 00	2	0x4	0x95282C
0059a09d	order_veh(int,int,int)	MOV	MOV dword ptr [ESI + 0x95282c],EAX	89 86 2C 28 95 00	2	0x4	0x95282C
0059a0cb	order_veh(int,int,int)	CMP	CMP byte ptr [EAX + 0x952839],0x18	80 B8 39 28 95 00 18	2	0x11	0x952839
0059a0d8	order_veh(int,int,int)	MOV	MOV CX,word ptr [EAX + 0x952828]	66 8B 88 28 28 95 00	3	0x0	0x952828
0059a0df	order_veh(int,int,int)	CMP	CMP CX,word ptr [EAX + 0x95283c]	66 3B 88 3C 28 95 00	3	0x14	0x95283C
0059a0ec	order_veh(int,int,int)	MOV	MOV DX,word ptr [EAX + 0x95282a]	66 8B 90 2A 28 95 00	3	0x2	0x95282A
0059a0f3	order_veh(int,int,int)	CMP	CMP DX,word ptr [EAX + 0x952844]	66 3B 90 44 28 95 00	3	0x1C	0x952844
0059a100	order_veh(int,int,int)	MOV	MOV byte ptr [EAX + 0x952839],0x0	C6 80 39 28 95 00 00	2	0x11	0x952839
0059a107	order_veh(int,int,int)	MOV	MOV ECX,dword ptr [EAX + 0x95282c]	8B 88 2C 28 95 00	2	0x4	0x95282C
0059a11b	order_veh(int,int,int)	MOV	MOV CL,byte ptr [EAX + 0x95283b]	8A 88 3B 28 95 00	2	0x13	0x95283B
0059a121	order_veh(int,int,int)	MOV	MOV DL,byte ptr [EAX + 0x95283a]	8A 90 3A 28 95 00	2	0x12	0x95283A
0059a130	order_veh(int,int,int)	MOV	MOV byte ptr [EAX + 0x95283b],CL	88 88 3B 28 95 00	2	0x13	0x95283B
0059a136	order_veh(int,int,int)	MOV	MOV byte ptr [EAX + 0x952839],0x18	C6 80 39 28 95 00 18	2	0x11	0x952839
0059a142	order_veh(int,int,int)	MOV	MOV DL,byte ptr [EAX + 0x95283b]	8A 90 3B 28 95 00	2	0x13	0x95283B
0059a14c	order_veh(int,int,int)	MOV	MOV DX,word ptr [EDX*0x2 + 0x95283c]	66 8B 14 55 3C 28 95 00	4	0x14	0x95283C
0059a154	order_veh(int,int,int)	MOV	MOV word ptr [EAX + 0x95283c],DX	66 89 90 3C 28 95 00	3	0x14	0x95283C
0059a15d	order_veh(int,int,int)	MOV	MOV DL,byte ptr [EAX + 0x95283b]	8A 90 3B 28 95 00	2	0x13	0x95283B
0059a165	order_veh(int,int,int)	MOV	MOV CX,word ptr [EDX*0x2 + 0x952844]	66 8B 0C 55 44 28 95 00	4	0x1C	0x952844
0059a16d	order_veh(int,int,int)	MOV	MOV word ptr [EAX + 0x952844],CX	66 89 88 44 28 95 00	3	0x1C	0x952844
0059a174	order_veh(int,int,int)	MOV	MOV ECX,dword ptr [EAX + 0x95282c]	8B 88 2C 28 95 00	2	0x4	0x95282C
0059a180	order_veh(int,int,int)	MOV	MOV dword ptr [EAX + 0x95282c],ECX	89 88 2C 28 95 00	2	0x4	0x95282C
0059a4c6	zoc_path(int,int,int)	MOV	MOV CL,byte ptr [EAX + 0x952836]	8A 88 36 28 95 00	2	0xE	0x952836
0059a4d0	zoc_path(int,int,int)	MOV	MOV DX,word ptr [EAX + 0x952830]	66 8B 90 30 28 95 00	3	0x8	0x952830
0059a4e4	zoc_path(int,int,int)	TEST	TEST byte ptr [EAX + 0x95284f],BL	84 98 4F 28 95 00	2	0x27	0x95284F
0059a4ec	zoc_path(int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952858]	0F BF 80 58 28 95 00	3	0x30	0x952858
0059b2c7	find(int,int,int,int,int,int,int,int)	MOV	MOV AL,byte ptr [ESI + 0x952836]	8A 86 36 28 95 00	2	0xE	0x952836
0059b2ed	find(int,int,int,int,int,int,int,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952832]	0F BF 8E 32 28 95 00	3	0xA	0x952832
0059b30a	find(int,int,int,int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952858]	0F BF 86 58 28 95 00	3	0x30	0x952858
0059bb38	find(int,int,int,int,int,int,int,int)	MOV	MOV AL,byte ptr [ESI + 0x952836]	8A 86 36 28 95 00	2	0xE	0x952836
0059bb5e	find(int,int,int,int,int,int,int,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952832]	0F BF 8E 32 28 95 00	3	0xA	0x952832
0059bb78	find(int,int,int,int,int,int,int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952858]	0F BF 86 58 28 95 00	3	0x30	0x952858
0059bc3a	move(int,int)	MOV	MOV DL,byte ptr [ESI + 0x952836]	8A 96 36 28 95 00	2	0xE	0x952836
0059bc50	move(int,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x95282a]	0F BF 8E 2A 28 95 00	3	0x2	0x95282A
0059bc57	move(int,int)	MOVSX	MOVSX EBX,word ptr [ESI + 0x952828]	0F BF 9E 28 28 95 00	3	0x0	0x952828
0059bc5e	move(int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x95283c]	0F BF 86 3C 28 95 00	3	0x14	0x95283C
0059bc6b	move(int,int)	MOVSX	MOVSX ECX,word ptr [ESI + 0x952844]	0F BF 8E 44 28 95 00	3	0x1C	0x952844
0059bcc5	move(int,int)	MOV	MOV EDX,dword ptr [ESI + 0x95282c]	8B 96 2C 28 95 00	2	0x4	0x95282C
0059bce0	move(int,int)	MOV	MOV EAX,dword ptr [ESI + 0x95282c]	8B 86 2C 28 95 00	2	0x4	0x95282C
0059bd06	move(int,int)	MOV	MOV CL,byte ptr [ESI + 0x952850]	8A 8E 50 28 95 00	2	0x28	0x952850
0059bd3e	move(int,int)	MOV	MOV DL,byte ptr [ESI + 0x952850]	8A 96 50 28 95 00	2	0x28	0x952850
0059bd5a	move(int,int)	CMP	CMP word ptr [ESI + 0x952832],0x8	66 83 BE 32 28 95 00 08	3	0xA	0x952832
0059bd73	move(int,int)	MOVSX	MOVSX EAX,word ptr [ESI + 0x952832]	0F BF 86 32 28 95 00	3	0xA	0x952832
0059be2d	move(int,int)	TEST	TEST dword ptr [ESI + 0x95282c],0x10000	F7 86 2C 28 95 00 00 00 01 00	2	0x4	0x95282C
0059be39	move(int,int)	MOVSX	MOVSX EAX,byte ptr [ESI + 0x952851]	0F BE 86 51 28 95 00	3	0x29	0x952851
0059be45	move(int,int)	MOVSX	MOVSX EDX,word ptr [ESI + 0x952832]	0F BF 96 32 28 95 00	3	0xA	0x952832
0059be73	move(int,int)	MOV	MOV EAX,dword ptr [ESI + 0x95282c]	8B 86 2C 28 95 00	2	0x4	0x95282C
0059be85	move(int,int)	MOV	MOV byte ptr [ESI + 0x952839],0x0	C6 86 39 28 95 00 00	2	0x11	0x952839
0059be8c	move(int,int)	MOV	MOV EAX,dword ptr [ESI + 0x95282c]	8B 86 2C 28 95 00	2	0x4	0x95282C
0059be98	move(int,int)	MOV	MOV dword ptr [ESI + 0x95282c],EAX	89 86 2C 28 95 00	2	0x4	0x95282C
0059bfea	move(int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
0059c0fd	move(int,int)	MOVSX	MOVSX ECX,word ptr [EAX + 0x952832]	0F BF 88 32 28 95 00	3	0xA	0x952832
0059c14a	move(int,int)	MOV	MOV byte ptr [EDX + 0x952839],0x0	C6 82 39 28 95 00 00	2	0x11	0x952839
0059c162	move(int,int)	MOV	MOV ECX,dword ptr [EDX + 0x95282c]	8B 8A 2C 28 95 00	2	0x4	0x95282C
0059c170	move(int,int)	MOVSX	MOVSX EAX,byte ptr [EDX + 0x952851]	0F BE 82 51 28 95 00	3	0x29	0x952851
0059c17e	move(int,int)	MOVSX	MOVSX ESI,word ptr [EDX + 0x952832]	0F BF B2 32 28 95 00	3	0xA	0x952832
0059c1b0	move(int,int)	MOV	MOV dword ptr [EDX + 0x95282c],ECX	89 8A 2C 28 95 00	2	0x4	0x95282C
0059c1bb	move(int,int)	MOV	MOV byte ptr [EDX + 0x952839],0x0	C6 82 39 28 95 00 00	2	0x11	0x952839
0059f179	probe(int,int,int,int)	MOV	MOV BL,byte ptr [EAX + 0x952836]	8A 98 36 28 95 00	2	0xE	0x952836
0059f19e	probe(int,int,int,int)	MOV	MOV AL,byte ptr [EDX*0x4 + 0x952836]	8A 04 95 36 28 95 00	3	0xE	0x952836
0059f1e2	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x95282a]	0F BF 90 2A 28 95 00	3	0x2	0x95282A
0059f1e9	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952828]	0F BF 80 28 28 95 00	3	0x0	0x952828
0059f239	probe(int,int,int,int)	MOVSX	MOVSX EDX,word ptr [EAX + 0x95282a]	0F BF 90 2A 28 95 00	3	0x2	0x95282A
0059f240	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952828]	0F BF 80 28 28 95 00	3	0x0	0x952828
0059f26d	probe(int,int,int,int)	MOVSX	MOVSX EAX,word ptr [EAX + 0x952832]	0F BF 80 32 28 95 00	3	0xA	0x952832
